"names.deg.","deg","degree_centrality","closeness_centrality","eigenvector_centrality","betweenness_centrality"
"LOC285627",16,16,1.9205508742192e-09,0.0107191208154758,0
"LOC388553",43,43,1.9205508742192e-09,0.0299139963634939,0
"LOC389705",65,65,1.9205508742192e-09,0.044334042115696,0
"LOC400958",66,66,1.9205508742192e-09,0.0400412828977359,0
"LOC439994",80,80,1.9205508742192e-09,0.0500674720780497,0
"LOC441601",42,42,1.9205508742192e-09,0.0289597135956324,0
"LOC442132",20,20,1.9205508742192e-09,0.0119315723443152,0
"LOC642852",89,89,1.9205508742192e-09,0.0578371200006408,0
"LOC644554",30,30,1.9205508742192e-09,0.0213105410204348,0
"LOC645752",19,19,1.9205508742192e-09,0.0125278822929367,0
"LOC646214",23,23,1.9205508742192e-09,0.0148778215752878,0
"LOC653653",41,41,1.9205508742192e-09,0.0262838422649528,0
"LOC728024",50,50,1.9205508742192e-09,0.0346647070109379,0
"LOC728613",119,119,1.9205508742192e-09,0.0708334542381703,0
"LOC728989",4,4,1.9205508742192e-09,0.00283777836179968,0
"LOC730159",17,17,1.9205508742192e-09,0.0112717605908617,0
"LOXL3",114,114,1.9205508742192e-09,0.070408208617159,0
"LRMP",86,86,1.9205508742192e-09,0.0536895302537043,0
"LRRCC1",105,105,1.9205508742192e-09,0.0658999595464048,0
"LRRTM2",26,26,1.9205508742192e-09,0.0180001521813189,0
"LRSAM1",129,129,1.9205508742192e-09,0.0751790026830029,0
"LSM3",125,125,1.9205508742192e-09,0.0753488842743004,0
"LY86",82,82,1.9205508742192e-09,0.0511336275226072,0
"LY96",61,61,1.9205508742192e-09,0.040053784435897,0
"LYPLA2",111,111,1.9205508742192e-09,0.0688474319272655,0
"LYPLAL1",116,116,1.9205508742192e-09,0.0702751608741216,0
"LZTFL1",115,115,1.9205508742192e-09,0.0694117014824077,0
"MAD1L1",112,112,1.9205508742192e-09,0.0706408170860974,0
"MAP4K1",119,119,1.9205508742192e-09,0.0725459310699,0
"MAST4",70,70,1.9205508742192e-09,0.0454968838143978,0
"MCAM",98,98,1.9205508742192e-09,0.0608921302665963,0
"MCF2L2",81,81,1.9205508742192e-09,0.0536148448832457,0
"MCM2",113,113,1.9205508742192e-09,0.0692373921356324,0
"MDN1",123,123,1.9205508742192e-09,0.0746800132912754,0
"MECR",109,109,1.9205508742192e-09,0.0690953393205723,0
"MED17",126,126,1.9205508742192e-09,0.0762555510308002,0
"MED6",93,93,1.9205508742192e-09,0.0582440697010941,0
"METTL11B",36,36,1.9205508742192e-09,0.0233714017651324,0
"MICALCL",81,81,1.9205508742192e-09,0.050345388904648,0
"MIR1206",24,24,1.9205508742192e-09,0.0171228563730298,0
"MIR1286",59,59,1.9205508742192e-09,0.0344652591358282,0
"MIR1293",49,49,1.9205508742192e-09,0.0309197384366846,0
"MIR132",88,88,1.9205508742192e-09,0.0577079155384134,0
"MIR1324",64,64,1.9205508742192e-09,0.0411741139071291,0
"MIR1343",15,15,1.9205508742192e-09,0.00949439757514523,0
"MIR1470",74,74,1.9205508742192e-09,0.0480703990142445,0
"MIR153-2",19,19,1.9205508742192e-09,0.0115763392110484,0
"MIR1913",23,23,1.9205508742192e-09,0.0143071442228798,0
"MIR212",89,89,1.9205508742192e-09,0.0582678110734685,0
"MIR218-2",21,21,1.9205508742192e-09,0.0145143638632498,0
"MIR30E",39,39,1.9205508742192e-09,0.0260355204445048,0
"MIR3180-5",76,76,1.9205508742192e-09,0.0483291436396475,0
"MIR3198-2",41,41,1.9205508742192e-09,0.0263679202104237,0
"MIR3199-1",102,102,1.9205508742192e-09,0.0645798910652737,0
"MIR3199-2",103,103,1.9205508742192e-09,0.064908424414772,0
"MIR378D2",94,94,1.9205508742192e-09,0.0611212241110534,0
"MIR3909",26,26,1.9205508742192e-09,0.017507019773004,0
"MIR3918",64,64,1.9205508742192e-09,0.0414476369165541,0
"MIR4273",71,71,1.9205508742192e-09,0.0385953154332122,0
"MIR4301",21,21,1.9205508742192e-09,0.0135427707934536,0
"MIR4313",23,23,1.9205508742192e-09,0.0141967971231186,0
"MIR4427",39,39,1.9205508742192e-09,0.026080356789359,0
"MIR4439",55,55,1.9205508742192e-09,0.0332262636694476,0
"MIR4441",53,53,1.9205508742192e-09,0.0345156742752214,0
"MIR4510",16,16,1.9205508742192e-09,0.0103381530246078,0
"MIR452",8,8,1.9205508742192e-09,0.00562094769080341,0
"MIR4659A",81,81,1.9205508742192e-09,0.0508830940142074,0
"MIR4659B",81,81,1.9205508742192e-09,0.0508830940142074,0
"MIR4679-1",15,15,1.9205508742192e-09,0.00952529064495157,0
"MIR4679-2",14,14,1.9205508742192e-09,0.00869845918764864,0
"MIR4681",28,28,1.9205508742192e-09,0.0187688180412379,0
"MIR4698",43,43,1.9205508742192e-09,0.0270362062355647,0
"MIR4708",65,65,1.9205508742192e-09,0.0372978636477397,0
"MIR4713",34,34,1.9205508742192e-09,0.0217852231323611,0
"MIR592",14,14,1.9205508742192e-09,0.00947930024885927,0
"MIR595",17,17,1.9205508742192e-09,0.0109787093468018,0
"MIR623",87,87,1.9205508742192e-09,0.0538895398384271,0
"MIR650",17,17,1.9205508742192e-09,0.0101827004747957,0
"MIR9-1",91,91,1.9205508742192e-09,0.0581323274325289,0
"MIR9-3",57,57,1.9205508742192e-09,0.0372988851793721,0
"MIR935",67,67,1.9205508742192e-09,0.0444851309612722,0
"MIR942",73,73,1.9205508742192e-09,0.0468224071788568,0
"MORC1",25,25,1.9205508742192e-09,0.0173779717188155,0
"MR1",68,68,1.9205508742192e-09,0.0449870132858924,0
"MRPS21",107,107,1.9205508742192e-09,0.0678723940658864,0
"MSL3",101,101,1.9205508742192e-09,0.0624900907695313,0
"MSTO1",103,103,1.9205508742192e-09,0.0643582569844873,0
"MTF1",121,121,1.9205508742192e-09,0.0744468310110476,0
"MYBPC2",90,90,1.9205508742192e-09,0.0574072819692927,0
"MYO1C",92,92,1.9205508742192e-09,0.0592524383761465,0
"NAA11",41,41,1.9205508742192e-09,0.0287398368676609,0
"NAA35",118,118,1.9205508742192e-09,0.0727543840048109,0
"NAT14",90,90,1.9205508742192e-09,0.0572598513579553,0
"NAT8B",46,46,1.9205508742192e-09,0.029933690372391,0
"NBPF15",108,108,1.9205508742192e-09,0.0662384114606042,0
"NCAPG",124,124,1.9205508742192e-09,0.074448851219933,0
"NCF2",80,80,1.9205508742192e-09,0.0500805397372514,0
"NCKAP1L",84,84,1.9205508742192e-09,0.0543989612130598,0
"NCRUPAR",33,33,1.9205508742192e-09,0.0186345751876966,0
"NDNL2",117,117,1.9205508742192e-09,0.0706720887659026,0
"NDUFA3",110,110,1.9205508742192e-09,0.0694643756095636,0
"NFKBID",115,115,1.9205508742192e-09,0.0713128015633806,0
"NIT2",105,105,1.9205508742192e-09,0.0660368667896619,0
"NLRP2",18,18,1.9205508742192e-09,0.0115406637684468,0
"NOD2",83,83,1.9205508742192e-09,0.0508734474468611,0
"NPPA-AS1",75,75,1.9205508742192e-09,0.0493658110452138,0
"NPRL2",109,109,1.9205508742192e-09,0.0673287812643693,0
"NR2C2AP",105,105,1.9205508742192e-09,0.0653589975225176,0
"NRDE2",102,102,1.9205508742192e-09,0.0632262296621547,0
"NRIP2",36,36,1.9205508742192e-09,0.0252181966657694,0
"NUDT12",75,75,1.9205508742192e-09,0.0508404741847538,0
"NUDT16P1",65,65,1.9205508742192e-09,0.0441718430763059,0
"NUP160",113,113,1.9205508742192e-09,0.0715330461507376,0
"NUP210L",56,56,1.9205508742192e-09,0.0370499777261005,0
"ODF2L",89,89,1.9205508742192e-09,0.0584506159994253,0
"ODF3L1",61,61,1.9205508742192e-09,0.0399849892368011,0
"OPN4",27,27,1.9205508742192e-09,0.0183027971949881,0
"OR10A3",11,11,1.9205508742192e-09,0.00756421993472324,0
"OR10A6",16,16,1.9205508742192e-09,0.0111763630340972,0
"OR2A5",17,17,1.9205508742192e-09,0.0109084042215167,0
"OR2AE1",27,27,1.9205508742192e-09,0.0190544025386768,0
"OR2T33",5,5,1.9205508742192e-09,0.00316765140305453,0
"OR51T1",42,42,1.9205508742192e-09,0.0275040633282467,0
"OR52B4",11,11,1.9205508742192e-09,0.0077150046978062,0
"OR52E2",12,12,1.9205508742192e-09,0.00745407886131037,0
"OR52H1",11,11,1.9205508742192e-09,0.00706569908841035,0
"OR52N2",19,19,1.9205508742192e-09,0.0136409028920023,0
"OR5AU1",22,22,1.9205508742192e-09,0.0152859554230619,0
"OR5T1",11,11,1.9205508742192e-09,0.00723965532123029,0
"OR6M1",7,7,1.9205508742192e-09,0.00457844206448533,0
"OR6V1",14,14,1.9205508742192e-09,0.00846467721811772,0
"OR7A10",15,15,1.9205508742192e-09,0.010535209679399,0
"OR8A1",11,11,1.9205508742192e-09,0.00716278712907411,0
"OR8B12",10,10,1.9205508742192e-09,0.00708452440191584,0
"OR8B2",10,10,1.9205508742192e-09,0.00648167984921044,0
"OR8B8",31,31,1.9205508742192e-09,0.0205818199899824,0
"OR8D4",9,9,1.9205508742192e-09,0.00609339921728852,0
"OR8G5",21,21,1.9205508742192e-09,0.0147434267705396,0
"OSCAR",92,92,1.9205508742192e-09,0.0583731342910308,0
"OSCP1",92,92,1.9205508742192e-09,0.059912144556241,0
"OVCA2",122,122,1.9205508742192e-09,0.0731581308110103,0
"OXA1L",114,114,1.9205508742192e-09,0.0693971491499585,0
"P2RX7",73,73,1.9205508742192e-09,0.0480625750762647,0
"P2RY14",23,23,1.9205508742192e-09,0.0147234911363282,0
"P2RY4",13,13,1.9205508742192e-09,0.00919651820523029,0
"PADI6",32,32,1.9205508742192e-09,0.0214534081252819,0
"PAQR6",38,38,1.9205508742192e-09,0.0249062479753839,0
"PAQR7",58,58,1.9205508742192e-09,0.0368650431648957,0
"PARVA",77,77,1.9205508742192e-09,0.0490305248595792,0
"PCDH10",60,60,1.9205508742192e-09,0.0393164859359098,0
"PCNXL2",68,68,1.9205508742192e-09,0.04434869915741,0
"PDCD7",113,113,1.9205508742192e-09,0.0703610405255763,0
"PDP1",101,101,1.9205508742192e-09,0.064195205929392,0
"PDPR",84,84,1.9205508742192e-09,0.0531033791329234,0
"PDSS2",125,125,1.9205508742192e-09,0.0756758263466296,0
"PDZD7",106,106,1.9205508742192e-09,0.0647867103353907,0
"PELI2",70,70,1.9205508742192e-09,0.0458230470631276,0
"PEX11G",92,92,1.9205508742192e-09,0.0591060418600453,0
"PFDN1",92,92,1.9205508742192e-09,0.0589213755880634,0
"PGM2",122,122,1.9205508742192e-09,0.0740163617908528,0
"PHACTR3",17,17,1.9205508742192e-09,0.0126988546847497,0
"PHB",105,105,1.9205508742192e-09,0.06679284549735,0
"PHC2",42,42,1.9205508742192e-09,0.0264053812159509,0
"PHF2P1",28,28,1.9205508742192e-09,0.019086433455778,0
"PIGT",121,121,1.9205508742192e-09,0.0735403370245711,0
"PILRB",112,112,1.9205508742192e-09,0.0673812469313092,0
"PITPNB",108,108,1.9205508742192e-09,0.0672515435789515,0
"PKD1",91,91,1.9205508742192e-09,0.0570762637296632,0
"PLA2G16",92,92,1.9205508742192e-09,0.0582573888055503,0
"PLA2G2C",20,20,1.9205508742192e-09,0.0145735535479691,0
"PLAT",58,58,1.9205508742192e-09,0.0377663313569494,0
"PLBD1",55,55,1.9205508742192e-09,0.0375716138611591,0
"PLCB2",59,59,1.9205508742192e-09,0.0392965205041692,0
"PLEKHA6",51,51,1.9205508742192e-09,0.0341944633044775,0
"PLEKHH1",84,84,1.9205508742192e-09,0.0538654872128785,0
"PLEKHM1P",68,68,1.9205508742192e-09,0.0434866786248896,0
"PMCH",34,34,1.9205508742192e-09,0.0208166223452131,0
"PMFBP1",57,57,1.9205508742192e-09,0.0356733566143926,0
"PMPCA",113,113,1.9205508742192e-09,0.0704583224555656,0
"PMS2P1",111,111,1.9205508742192e-09,0.0668913551968511,0
"PNMA2",49,49,1.9205508742192e-09,0.0331665761875025,0
"PNMAL1",70,70,1.9205508742192e-09,0.0469433995993219,0
"PNPLA1",47,47,1.9205508742192e-09,0.0311159247867096,0
"POFUT2",93,93,1.9205508742192e-09,0.0594644381713577,0
"POM121C",102,102,1.9205508742192e-09,0.0632853061705479,0
"POMZP3",68,68,1.9205508742192e-09,0.0430603464675074,0
"PPM1A",53,53,1.9205508742192e-09,0.0346412335081254,0
"PPP1R16B",105,105,1.9205508742192e-09,0.0640164590205635,0
"PPP2R2D",38,38,1.9205508742192e-09,0.0260686990632881,0
"PPP2R5D",97,97,1.9205508742192e-09,0.0612047333353511,0
"PRDM11",48,48,1.9205508742192e-09,0.0319720520236139,0
"PRDM2",78,78,1.9205508742192e-09,0.0515036030913357,0
"PRKRIP1",116,116,1.9205508742192e-09,0.0723792185093868,0
"PRR9",14,14,1.9205508742192e-09,0.00944421086659862,0
"PRRX1",52,52,1.9205508742192e-09,0.035479594766211,0
"PSD4",94,94,1.9205508742192e-09,0.0584614646640767,0
"PSEN2",108,108,1.9205508742192e-09,0.0668418271360299,0
"PSKH1",100,100,1.9205508742192e-09,0.0626366107078721,0
"PSMB6",100,100,1.9205508742192e-09,0.0645460479464884,0
"PSMB8",105,105,1.9205508742192e-09,0.0647027673847391,0
"PSMD5",125,125,1.9205508742192e-09,0.0730037797789133,0
"PSMG4",108,108,1.9205508742192e-09,0.0678683448459439,0
"PTGER1",61,61,1.9205508742192e-09,0.0398933615812061,0
"PTPN22",80,80,1.9205508742192e-09,0.0501933473451035,0
"PTPRCAP",101,101,1.9205508742192e-09,0.0615968973193661,0
"PTPRO",40,40,1.9205508742192e-09,0.0267276539859754,0
"PTRH1",103,103,1.9205508742192e-09,0.0643484270345915,0
"PTRH2",123,123,1.9205508742192e-09,0.0736436377133726,0
"PUF60",122,122,1.9205508742192e-09,0.0749802201252774,0
"QPCT",58,58,1.9205508742192e-09,0.0372938873676142,0
"R3HDM2",21,21,1.9205508742192e-09,0.0144330921097115,0
"RAB6C",25,25,1.9205508742192e-09,0.0171640512070387,0
"RAD51AP2",92,92,1.9205508742192e-09,0.0577129761378294,0
"RADIL",76,76,1.9205508742192e-09,0.0502227730811947,0
"RAET1K",105,105,1.9205508742192e-09,0.0657565221714304,0
"RANBP3L",29,29,1.9205508742192e-09,0.019272777550109,0
"RARA",107,107,1.9205508742192e-09,0.0656159799560537,0
"RASA4CP",73,73,1.9205508742192e-09,0.0446468966092785,0
"RASGRP2",91,91,1.9205508742192e-09,0.0565942054515558,0
"RBM23",102,102,1.9205508742192e-09,0.0647539839868388,0
"RD3",38,38,1.9205508742192e-09,0.0262662007520635,0
"RELB",98,98,1.9205508742192e-09,0.0623086784228791,0
"REM2",56,56,1.9205508742192e-09,0.0374300867307089,0
"REN",9,9,1.9205508742192e-09,0.00586312171463701,0
"RGS2",122,122,1.9205508742192e-09,0.0723241259932893,0
"RGSL1",9,9,1.9205508742192e-09,0.00600364711027822,0
"RHCE",37,37,1.9205508742192e-09,0.0252635358881081,0
"RNASE11",16,16,1.9205508742192e-09,0.0116066708922535,0
"RNASE12",20,20,1.9205508742192e-09,0.0142733467053226,0
"RNASEH2C",118,118,1.9205508742192e-09,0.0711528430574726,0
"RNF183",50,50,1.9205508742192e-09,0.0327066540992881,0
"RNF34",132,132,1.9205508742192e-09,0.0781979768807463,0
"RPL12",128,128,1.9205508742192e-09,0.074743035430476,0
"RPL23AP53",93,93,1.9205508742192e-09,0.0582523856837391,0
"RPN1",106,106,1.9205508742192e-09,0.0664510176468596,0
"RPS11",128,128,1.9205508742192e-09,0.0767419816049748,0
"RPS3",116,116,1.9205508742192e-09,0.0710359510873007,0
"RPS6KL1",64,64,1.9205508742192e-09,0.0428224589409581,0
"RPS9",117,117,1.9205508742192e-09,0.0711871639246968,0
"RRP36",97,97,1.9205508742192e-09,0.0621429672688127,0
"RSPH1",97,97,1.9205508742192e-09,0.0612167602413492,0
"RTP4",51,51,1.9205508742192e-09,0.0329506168350051,0
"S100A2",113,113,1.9205508742192e-09,0.0683387686871956,0
"S100A5",44,44,1.9205508742192e-09,0.0288519001022779,0
"SAMD13",95,95,1.9205508742192e-09,0.0601003406490805,0
"SAMD14",78,78,1.9205508742192e-09,0.0496982897863761,0
"SAMD9",44,44,1.9205508742192e-09,0.0282600465556122,0
"SCAMP3",116,116,1.9205508742192e-09,0.0719574654433184,0
"SCG2",49,49,1.9205508742192e-09,0.0335213507742124,0
"SCG3",76,76,1.9205508742192e-09,0.0506375806256537,0
"SCHIP1",28,28,1.9205508742192e-09,0.0195698474513173,0
"SCT",62,62,1.9205508742192e-09,0.0396423781788036,0
"SCYL1",79,79,1.9205508742192e-09,0.0517423533909304,0
"SDCCAG3",113,113,1.9205508742192e-09,0.0704583224555656,0
"SDHC",114,114,1.9205508742192e-09,0.0707025992051931,0
"SECTM1",88,88,1.9205508742192e-09,0.0568758184188206,0
"SELPLG",101,101,1.9205508742192e-09,0.0611923315071783,0
"SEPT7P9",86,86,1.9205508742192e-09,0.0527884685556992,0
"SERHL",76,76,1.9205508742192e-09,0.0502082383109206,0
"SERP1",132,132,1.9205508742192e-09,0.0779317649026497,0
"SETD7",104,104,1.9205508742192e-09,0.0639561438731238,0
"SF3A1",109,109,1.9205508742192e-09,0.0682212293984219,0
"SFXN3",107,107,1.9205508742192e-09,0.0655974396739939,0
"SH2D2A",84,84,1.9205508742192e-09,0.0534027472144755,0
"SH2D3A",105,105,1.9205508742192e-09,0.0658955028673027,0
"SH3BGRL3",110,110,1.9205508742192e-09,0.0683695131865382,0
"SHC4",67,67,1.9205508742192e-09,0.0426404164841836,0
"SHISA4",54,54,1.9205508742192e-09,0.0366981134558041,0
"SIGLEC12",19,19,1.9205508742192e-09,0.0127276991625978,0
"SIGLECL1",30,30,1.9205508742192e-09,0.0199122016889358,0
"SLAMF7",63,63,1.9205508742192e-09,0.0388163638465897,0
"SLAMF9",31,31,1.9205508742192e-09,0.0210394324859336,0
"SLC13A2",46,46,1.9205508742192e-09,0.0283231743731018,0
"SLC19A1",98,98,1.9205508742192e-09,0.0619438645431676,0
"SLC22A18",82,82,1.9205508742192e-09,0.0522457455469916,0
"SLC26A7",13,13,1.9205508742192e-09,0.00891168114424637,0
"SLC28A3",14,14,1.9205508742192e-09,0.00940770006805994,0
"SLC2A12",70,70,1.9205508742192e-09,0.0454203705284265,0
"SLC2A5",92,92,1.9205508742192e-09,0.0563524723616063,0
"SLC35A4",126,126,1.9205508742192e-09,0.076041309468264,0
"SLC39A12",19,19,1.9205508742192e-09,0.0129814590620525,0
"SLC52A3",64,64,1.9205508742192e-09,0.0419629640321406,0
"SLC5A2",46,46,1.9205508742192e-09,0.0313586315306611,0
"SLC6A13",32,32,1.9205508742192e-09,0.020620976758086,0
"SLC6A17",45,45,1.9205508742192e-09,0.0303460957831412,0
"SLC6A8",76,76,1.9205508742192e-09,0.0503004843564448,0
"SLC9C1",42,42,1.9205508742192e-09,0.0293107153593673,0
"SLC9C2",39,39,1.9205508742192e-09,0.0250453732091647,0
"SLFN12",85,85,1.9205508742192e-09,0.0536440727428443,0
"SLFN14",27,27,1.9205508742192e-09,0.017779373267255,0
"SMG5",129,129,1.9205508742192e-09,0.075156596001724,0
"SMPD1",118,118,1.9205508742192e-09,0.0719847059277979,0
"SNAP25",101,101,1.9205508742192e-09,0.0622770271805847,0
"SNAPC1",96,96,1.9205508742192e-09,0.0608443790499284,0
"SNAR-C3",42,42,1.9205508742192e-09,0.0240703138803953,0
"SNAR-F",48,48,1.9205508742192e-09,0.031647165723717,0
"SNAR-G1",59,59,1.9205508742192e-09,0.0367891686262174,0
"SNAR-G2",63,63,1.9205508742192e-09,0.0391439103028428,0
"SNORA11B",66,66,1.9205508742192e-09,0.0419792481870216,0
"SNORA14A",57,57,1.9205508742192e-09,0.0377494093300584,0
"SNORA22",14,14,1.9205508742192e-09,0.00882812933650859,0
"SNORD115-30",6,6,1.9205508742192e-09,0.00415664688758627,0
"SNORD115-31",5,5,1.9205508742192e-09,0.00355015533655234,0
"SNORD15A",116,116,1.9205508742192e-09,0.0710359510873007,0
"SNORD35B",127,127,1.9205508742192e-09,0.076142116124607,0
"SNORD56B",50,50,1.9205508742192e-09,0.0307772024337406,0
"SNORD58C",94,94,1.9205508742192e-09,0.0592986779214403,0
"SNORD69",26,26,1.9205508742192e-09,0.0175790310227603,0
"SNX29P2",37,37,1.9205508742192e-09,0.0246490829903789,0
"SORBS3",56,56,1.9205508742192e-09,0.037075946169444,0
"SPATA6",71,71,1.9205508742192e-09,0.0482577910309252,0
"SPICE1",99,99,1.9205508742192e-09,0.0636221464899291,0
"SPRR2D",27,27,1.9205508742192e-09,0.018902289041605,0
"SPRR3",14,14,1.9205508742192e-09,0.00946789753632158,0
"SRGAP3",75,75,1.9205508742192e-09,0.0474545994841672,0
"SSC5D",70,70,1.9205508742192e-09,0.0448797136530574,0
"SSR2",91,91,1.9205508742192e-09,0.0597390903196796,0
"SSR4",107,107,1.9205508742192e-09,0.0667269088938,0
"SSX1",38,38,1.9205508742192e-09,0.025529502650434,0
"ST7-OT3",21,21,1.9205508742192e-09,0.0139312672126914,0
"STAT4",76,76,1.9205508742192e-09,0.0481628675607698,0
"STEAP4",38,38,1.9205508742192e-09,0.0261534543205365,0
"STMN4",23,23,1.9205508742192e-09,0.0149679716595929,0
"STRA6",59,59,1.9205508742192e-09,0.0389527582701822,0
"SUCNR1",46,46,1.9205508742192e-09,0.0302228525005129,0
"SULT4A1",40,40,1.9205508742192e-09,0.0287160691971122,0
"SUMO1P1",25,25,1.9205508742192e-09,0.0174262770484396,0
"SUPT5H",125,125,1.9205508742192e-09,0.0756484744671295,0
"SUSD4",58,58,1.9205508742192e-09,0.0390209736104689,0
"SYCE2",107,107,1.9205508742192e-09,0.0671049058086297,0
"TAS2R13",16,16,1.9205508742192e-09,0.00947688480034344,0
"TAS2R41",29,29,1.9205508742192e-09,0.0202532442339657,0
"TAS2R9",8,8,1.9205508742192e-09,0.00412055326813144,0
"TBC1D3",60,60,1.9205508742192e-09,0.0370273346244726,0
"TBC1D3F",60,60,1.9205508742192e-09,0.0370273346244726,0
"TBCEL",83,83,1.9205508742192e-09,0.0547719210947061,0
"TBX18",97,97,1.9205508742192e-09,0.0606224352742704,0
"TCN1",28,28,1.9205508742192e-09,0.0176431784096367,0
"TDRG1",43,43,1.9205508742192e-09,0.0284203312210899,0
"TEKT3",43,43,1.9205508742192e-09,0.0279158814817856,0
"TEX41",18,18,1.9205508742192e-09,0.0122949778395767,0
"TFCP2L1",48,48,1.9205508742192e-09,0.0340171591907159,0
"THAP3",105,105,1.9205508742192e-09,0.0665037201393977,0
"TIMP4",57,57,1.9205508742192e-09,0.0366169557687123,0
"TLR7",47,47,1.9205508742192e-09,0.0306165740184628,0
"TMEM100",52,52,1.9205508742192e-09,0.0351328281920728,0
"TMEM120B",110,110,1.9205508742192e-09,0.068988843709257,0
"TMEM147",114,114,1.9205508742192e-09,0.0707692885904513,0
"TMEM154",86,86,1.9205508742192e-09,0.0551992995767291,0
"TMEM191A",93,93,1.9205508742192e-09,0.0565088971340837,0
"TMEM191C",67,67,1.9205508742192e-09,0.042487863799717,0
"TMEM232",45,45,1.9205508742192e-09,0.0302603157771613,0
"TMEM234",109,109,1.9205508742192e-09,0.0667275160243446,0
"TMEM261",90,90,1.9205508742192e-09,0.0584540449143644,0
"TMEM79",129,129,1.9205508742192e-09,0.0751565960017241,0
"TMEM86A",76,76,1.9205508742192e-09,0.0508547889978001,0
"TMPRSS12",37,37,1.9205508742192e-09,0.025432055044902,0
"TNFAIP6",32,32,1.9205508742192e-09,0.0216110874815109,0
"TNFAIP8",121,121,1.9205508742192e-09,0.0740104941018045,0
"TNFAIP8L3",23,23,1.9205508742192e-09,0.0149799842053046,0
"TNFRSF10C",53,53,1.9205508742192e-09,0.0357630410908935,0
"TNFRSF18",71,71,1.9205508742192e-09,0.046083511679283,0
"TPPP2",16,16,1.9205508742192e-09,0.0111651236829997,0
"TRIM22",72,72,1.9205508742192e-09,0.0459320314052451,0
"TRMT61A",110,110,1.9205508742192e-09,0.0673171476998204,0
"TRPV6",27,27,1.9205508742192e-09,0.0182697966778457,0
"TSPAN1",51,51,1.9205508742192e-09,0.0335421291895993,0
"TSPAN18",48,48,1.9205508742192e-09,0.0311963925879288,0
"TSPYL6",50,50,1.9205508742192e-09,0.0341448192071769,0
"TTBK1",26,26,1.9205508742192e-09,0.0183543280715447,0
"TTC1",105,105,1.9205508742192e-09,0.0658289036378274,0
"TTC16",103,103,1.9205508742192e-09,0.0643484270345915,0
"TTC28",80,80,1.9205508742192e-09,0.0511015752166331,0
"TTC28-AS1",103,103,1.9205508742192e-09,0.064908424414772,0
"TTF1",91,91,1.9205508742192e-09,0.0576836969737673,0
"TTK",115,115,1.9205508742192e-09,0.0713081425524567,0
"TVP23C",61,61,1.9205508742192e-09,0.0399308166971869,0
"TVP23C-CDRT4",61,61,1.9205508742192e-09,0.039930816697187,0
"TXNRD3NB",22,22,1.9205508742192e-09,0.014113074252807,0
"UBN1",117,117,1.9205508742192e-09,0.0712983815098008,0
"UBQLN3",30,30,1.9205508742192e-09,0.0197262758045868,0
"ULBP2",73,73,1.9205508742192e-09,0.0481967853437355,0
"UNC13A",68,68,1.9205508742192e-09,0.0456622606584695,0
"UQCR10",101,101,1.9205508742192e-09,0.0637958752658644,0
"USP50",26,26,1.9205508742192e-09,0.0185184024829532,0
"UTS2",24,24,1.9205508742192e-09,0.0152870277378455,0
"VAV1",87,87,1.9205508742192e-09,0.0552187178334401,0
"VCAN",78,78,1.9205508742192e-09,0.0484807265888351,0
"VMP1",123,123,1.9205508742192e-09,0.0736436377133726,0
"VPS11",118,118,1.9205508742192e-09,0.0710621774991117,0
"VWA3A",33,33,1.9205508742192e-09,0.0230443846064243,0
"WBP5",63,63,1.9205508742192e-09,0.0430916046332091,0
"WDR48",106,106,1.9205508742192e-09,0.065368283170981,0
"WDR5B",113,113,1.9205508742192e-09,0.0698933030455097,0
"WDR63",55,55,1.9205508742192e-09,0.0368931530064359,0
"WIZ",79,79,1.9205508742192e-09,0.0497274384146117,0
"WRB",91,91,1.9205508742192e-09,0.0586146445395852,0
"WTH3DI",24,24,1.9205508742192e-09,0.0151403514695087,0
"XKR6",81,81,1.9205508742192e-09,0.0531653943137211,0
"XPC",125,125,1.9205508742192e-09,0.0753488842743004,0
"XPO4",103,103,1.9205508742192e-09,0.0647596964334443,0
"YEATS4",127,127,1.9205508742192e-09,0.0770837314061055,0
"YIPF5",104,104,1.9205508742192e-09,0.0661648544968486,0
"YRDC",111,111,1.9205508742192e-09,0.0693146465449341,0
"ZBED1",96,96,1.9205508742192e-09,0.0608983507699691,0
"ZBTB8A",86,86,1.9205508742192e-09,0.0531949328774928,0
"ZDHHC3",114,114,1.9205508742192e-09,0.071315316796352,0
"ZFP41",92,92,1.9205508742192e-09,0.0584583815144783,0
"ZMAT2",101,101,1.9205508742192e-09,0.0627216275430031,0
"ZMAT5",101,101,1.9205508742192e-09,0.0637958752658644,0
"ZMYND19",96,96,1.9205508742192e-09,0.0606102648976484,0
"ZNF134",85,85,1.9205508742192e-09,0.0568783783223786,0
"ZNF17",95,95,1.9205508742192e-09,0.0603978058996074,0
"ZNF177",25,25,1.9205508742192e-09,0.0179592612289829,0
"ZNF200",111,111,1.9205508742192e-09,0.0692322006975446,0
"ZNF229",53,53,1.9205508742192e-09,0.0365747848821696,0
"ZNF257",35,35,1.9205508742192e-09,0.0243550251087788,0
"ZNF264",83,83,1.9205508742192e-09,0.0547589167097512,0
"ZNF273",87,87,1.9205508742192e-09,0.0566367648055968,0
"ZNF285",52,52,1.9205508742192e-09,0.0362890062895646,0
"ZNF286B",66,66,1.9205508742192e-09,0.0422125282595194,0
