"names.deg.","deg","degree_centrality","closeness_centrality","eigenvector_centrality","betweenness_centrality"
"GIPR",113,113,1.9205508742192e-09,0.0684266312333809,0
"GIT2",115,115,1.9205508742192e-09,0.0712367041023524,0
"GJA10",41,41,1.9205508742192e-09,0.0290962342019744,0
"GJA9",6,6,1.9205508742192e-09,0.00436130418658735,0
"GJA9-MYCBP",6,6,1.9205508742192e-09,0.00436130418658735,0
"GJB1",35,35,1.9205508742192e-09,0.0240454595350946,0
"GJC3",55,55,1.9205508742192e-09,0.0375303360769377,0
"GJD3",90,90,1.9205508742192e-09,0.0582207006568967,0
"GK",108,108,1.9205508742192e-09,0.0675647198283981,0
"GK5",109,109,1.9205508742192e-09,0.0684960355207199,0
"GLA",117,117,1.9205508742192e-09,0.071828469110513,0
"GLB1",125,125,1.9205508742192e-09,0.0744094534643777,0
"GLB1L",115,115,1.9205508742192e-09,0.0710491407041779,0
"GLCCI1",120,120,1.9205508742192e-09,0.072058247010604,0
"GLCE",108,108,1.9205508742192e-09,0.0680358970625994,0
"GLDC",86,86,1.9205508742192e-09,0.053324606835728,0
"GLG1",124,124,1.9205508742192e-09,0.0756996109467229,0
"GLI1",119,119,1.9205508742192e-09,0.0720876342325216,0
"GLI4",113,113,1.9205508742192e-09,0.0697371570114659,0
"GLIPR1L1",85,85,1.9205508742192e-09,0.0549277235784626,0
"GLIPR1L2",103,103,1.9205508742192e-09,0.0644312489488615,0
"GLIS2",67,67,1.9205508742192e-09,0.0439251367863253,0
"GLMN",106,106,1.9205508742192e-09,0.068299984524153,0
"GLO1",122,122,1.9205508742192e-09,0.0741606428020389,0
"GLOD4",124,124,1.9205508742192e-09,0.0751801731012536,0
"GLRA1",61,61,1.9205508742192e-09,0.0408954580305669,0
"GLRX",109,109,1.9205508742192e-09,0.0673901840322889,0
"GLRX2",120,120,1.9205508742192e-09,0.0735806844593658,0
"GLRX3",99,99,1.9205508742192e-09,0.0628193834889241,0
"GLRX5",123,123,1.9205508742192e-09,0.0726063681842139,0
"GLS",127,127,1.9205508742192e-09,0.0764989087202933,0
"GLT8D1",124,124,1.9205508742192e-09,0.0746527075019508,0
"GLTP",100,100,1.9205508742192e-09,0.0622067382415367,0
"GLTPD2",124,124,1.9205508742192e-09,0.0739247113980097,0
"GLTSCR2",127,127,1.9205508742192e-09,0.0771883602526732,0
"GLUD1",132,132,1.9205508742192e-09,0.0777766318142562,0
"GLUL",117,117,1.9205508742192e-09,0.0718640985305327,0
"GLYATL1",46,46,1.9205508742192e-09,0.0314305298745881,0
"GLYCTK",110,110,1.9205508742192e-09,0.0687450737117998,0
"GM2A",114,114,1.9205508742192e-09,0.0695066725221122,0
"GMCL1",119,119,1.9205508742192e-09,0.0745642054216563,0
"GMCL1P1",19,19,1.9205508742192e-09,0.0122547993783327,0
"GMDS",119,119,1.9205508742192e-09,0.0727166233101376,0
"GMEB1",106,106,1.9205508742192e-09,0.0667326181283974,0
"GMEB2",132,132,1.9205508742192e-09,0.077566578864534,0
"GMFB",126,126,1.9205508742192e-09,0.0745590724012006,0
"GMIP",91,91,1.9205508742192e-09,0.0603261984632752,0
"GMNN",122,122,1.9205508742192e-09,0.0734307043422912,0
"GMPPA",114,114,1.9205508742192e-09,0.0711394753303917,0
"GMPR",91,91,1.9205508742192e-09,0.0568597709724184,0
"GMPR2",112,112,1.9205508742192e-09,0.0687704735573721,0
"GMPS",117,117,1.9205508742192e-09,0.0723022169773604,0
"GNA12",107,107,1.9205508742192e-09,0.0665206919239199,0
"GNA13",122,122,1.9205508742192e-09,0.0747134888589609,0
"GNA15",41,41,1.9205508742192e-09,0.0277821855261132,0
"GNAI1",84,84,1.9205508742192e-09,0.0514153426113091,0
"GNAI2",105,105,1.9205508742192e-09,0.0663528683502343,0
"GNAI3",121,121,1.9205508742192e-09,0.072730257344959,0
"GNAQ",94,94,1.9205508742192e-09,0.0601905738987306,0
"GNAZ",80,80,1.9205508742192e-09,0.0503265616393853,0
"GNB1",112,112,1.9205508742192e-09,0.069933134730803,0
"GNB1L",126,126,1.9205508742192e-09,0.0742374794629694,0
"GNB2",130,130,1.9205508742192e-09,0.0763161466869982,0
"GNG12",85,85,1.9205508742192e-09,0.053811464297784,0
"GNG3",114,114,1.9205508742192e-09,0.0714759860884622,0
"GNG4",72,72,1.9205508742192e-09,0.0472608033479681,0
"GNG5",139,139,1.9205508742192e-09,0.0798077247484302,0
"GNL3",120,120,1.9205508742192e-09,0.0737170328610262,0
"GNL3L",99,99,1.9205508742192e-09,0.0641035263625205,0
"GNMT",64,64,1.9205508742192e-09,0.0431546555413808,0
"GNN",138,138,1.9205508742192e-09,0.0785192960919237,0
"GNPAT",120,120,1.9205508742192e-09,0.073481492528382,0
"GNPDA1",108,108,1.9205508742192e-09,0.0669287919166189,0
"GNPDA2",107,107,1.9205508742192e-09,0.0681851179196065,0
"GNPNAT1",112,112,1.9205508742192e-09,0.0693906653461978,0
"GNPTAB",95,95,1.9205508742192e-09,0.0612898319751222,0
"GNPTG",125,125,1.9205508742192e-09,0.0731344929747724,0
"GNRHR2",115,115,1.9205508742192e-09,0.072168068137244,0
"GNS",108,108,1.9205508742192e-09,0.0670743409603481,0
"GOLGA1",137,137,1.9205508742192e-09,0.0797673023574261,0
"GOLGA2",123,123,1.9205508742192e-09,0.0735217209156708,0
"GOLGA4",130,130,1.9205508742192e-09,0.0766769897414152,0
"GOLGA5",125,125,1.9205508742192e-09,0.0752500468898862,0
"GOLGA8A",79,79,1.9205508742192e-09,0.053688356031895,0
"GOLGA8B",92,92,1.9205508742192e-09,0.0596035182195479,0
"GOLGB1",117,117,1.9205508742192e-09,0.071519573047058,0
"GOLIM4",126,126,1.9205508742192e-09,0.0746973261583212,0
"GOLPH3",131,131,1.9205508742192e-09,0.0782174387050591,0
"GOLPH3L",101,101,1.9205508742192e-09,0.0623134528686696,0
"GOLT1A",82,82,1.9205508742192e-09,0.0532461274615826,0
"GOLT1B",115,115,1.9205508742192e-09,0.0712478340289008,0
"GON4L",105,105,1.9205508742192e-09,0.0668664177154455,0
"GOPC",115,115,1.9205508742192e-09,0.0724207410097522,0
"GORAB",128,128,1.9205508742192e-09,0.0758418485000131,0
"GORASP1",122,122,1.9205508742192e-09,0.0736991219862258,0
"GORASP2",141,141,1.9205508742192e-09,0.0801327194625034,0
"GOSR1",116,116,1.9205508742192e-09,0.0724098203342884,0
"GOSR2",113,113,1.9205508742192e-09,0.0703501878998833,0
"GOT1",129,129,1.9205508742192e-09,0.0766549328110058,0
"GOT2",128,128,1.9205508742192e-09,0.0771439564266013,0
"GP1BB",95,95,1.9205508742192e-09,0.0567050077074686,0
"GP2",17,17,1.9205508742192e-09,0.0113077588089109,0
"GP6",74,74,1.9205508742192e-09,0.0487719110103486,0
"GPALPP1",122,122,1.9205508742192e-09,0.0734182189876508,0
"GPAM",113,113,1.9205508742192e-09,0.0708787930328692,0
"GPATCH1",108,108,1.9205508742192e-09,0.0693914275635241,0
"GPATCH11",109,109,1.9205508742192e-09,0.0695489869350067,0
"GPATCH2",93,93,1.9205508742192e-09,0.0575063684917426,0
"GPATCH2L",114,114,1.9205508742192e-09,0.0701610372291522,0
"GPATCH4",111,111,1.9205508742192e-09,0.0688178610384928,0
"GPATCH8",125,125,1.9205508742192e-09,0.0759111793586651,0
"GPBP1",140,140,1.9205508742192e-09,0.0806465912342251,0
"GPBP1L1",131,131,1.9205508742192e-09,0.0778231412571588,0
"GPC2",70,70,1.9205508742192e-09,0.0468954323104696,0
"GPC3",54,54,1.9205508742192e-09,0.0358345707964615,0
"GPC6",84,84,1.9205508742192e-09,0.0538048630083297,0
"GPCPD1",126,126,1.9205508742192e-09,0.0740082507306162,0
"GPER1",97,97,1.9205508742192e-09,0.0629678928383841,0
"GPHN",125,125,1.9205508742192e-09,0.075745044119679,0
"GPKOW",101,101,1.9205508742192e-09,0.0651524549622064,0
"GPN1",120,120,1.9205508742192e-09,0.0731504739101834,0
"GPN2",116,116,1.9205508742192e-09,0.0714023366524895,0
"GPN3",139,139,1.9205508742192e-09,0.0804531678611813,0
"GPR107",122,122,1.9205508742192e-09,0.073036086068884,0
"GPR108",139,139,1.9205508742192e-09,0.079273787013472,0
"GPR113",133,133,1.9205508742192e-09,0.0775889324874402,0
"GPR114",90,90,1.9205508742192e-09,0.0555270289371635,0
"GPR124",67,67,1.9205508742192e-09,0.0449248996536186,0
"GPR125",79,79,1.9205508742192e-09,0.0521385305138619,0
"GPR126",90,90,1.9205508742192e-09,0.0559409538645744,0
"GPR128",35,35,1.9205508742192e-09,0.0215541464127614,0
"GPR133",70,70,1.9205508742192e-09,0.0437083404553598,0
"GPR135",59,59,1.9205508742192e-09,0.0398322084778702,0
"GPR137",115,115,1.9205508742192e-09,0.0696302528548482,0
"GPR137C",116,116,1.9205508742192e-09,0.070985513625666,0
"GPR156",36,36,1.9205508742192e-09,0.0249267258604431,0
"GPR157",96,96,1.9205508742192e-09,0.0617203497013926,0
"GPR160",98,98,1.9205508742192e-09,0.0625804486764842,0
"GPR161",64,64,1.9205508742192e-09,0.041398432531929,0
"GPR17",29,29,1.9205508742192e-09,0.0198034275374911,0
"GPR176",101,101,1.9205508742192e-09,0.0640688862383812,0
"GPR180",114,114,1.9205508742192e-09,0.0701615250579296,0
"GPR183",85,85,1.9205508742192e-09,0.0543853508395676,0
"GPR20",61,61,1.9205508742192e-09,0.04103563220781,0
"GPR3",103,103,1.9205508742192e-09,0.0636575141939824,0
"GPR35",69,69,1.9205508742192e-09,0.0452636511250205,0
"GPR37L1",63,63,1.9205508742192e-09,0.0412476335969877,0
"GPR39",77,77,1.9205508742192e-09,0.0487894360408405,0
"GPR85",78,78,1.9205508742192e-09,0.0514526144460819,0
"GPR89B",86,86,1.9205508742192e-09,0.0549932318915377,0
"GPR97",85,85,1.9205508742192e-09,0.0534755229695015,0
"GPR98",84,84,1.9205508742192e-09,0.0540174197095257,0
"GPRASP2",53,53,1.9205508742192e-09,0.0366988351060849,0
"GPRC5B",83,83,1.9205508742192e-09,0.0536738737079113,0
"GPRC5C",116,116,1.9205508742192e-09,0.0685718400882897,0
"GPS2",116,116,1.9205508742192e-09,0.0698288736012179,0
"GPSM2",108,108,1.9205508742192e-09,0.0670264139002668,0
"GPT",68,68,1.9205508742192e-09,0.0418765639318123,0
"GPT2",109,109,1.9205508742192e-09,0.0660841391339063,0
"GPX2",45,45,1.9205508742192e-09,0.0305547439683219,0
"GPX4",137,137,1.9205508742192e-09,0.0770588844651367,0
"GRAMD1A",113,113,1.9205508742192e-09,0.0705575595662152,0
"GRAMD1C",102,102,1.9205508742192e-09,0.0629641827120213,0
"GRAP2",49,49,1.9205508742192e-09,0.0313701529707363,0
"GRB10",84,84,1.9205508742192e-09,0.0547912182737722,0
"GRB2",125,125,1.9205508742192e-09,0.0763780432559863,0
"GRB7",83,83,1.9205508742192e-09,0.0541226515286816,0
"GREB1",61,61,1.9205508742192e-09,0.0376848659782887,0
"GRHL1",86,86,1.9205508742192e-09,0.05428393499861,0
"GRHPR",105,105,1.9205508742192e-09,0.0674694254910491,0
"GRIN2A",67,67,1.9205508742192e-09,0.0459616997734711,0
"GRIPAP1",101,101,1.9205508742192e-09,0.0648945715709568,0
"GRK4",132,132,1.9205508742192e-09,0.077388762052178,0
"GRK5",120,120,1.9205508742192e-09,0.0715000233432672,0
"GRK6",133,133,1.9205508742192e-09,0.0785727402566172,0
"GRN",119,119,1.9205508742192e-09,0.0732838644076702,0
"GRPEL1",113,113,1.9205508742192e-09,0.0702043569352579,0
"GRPEL2",124,124,1.9205508742192e-09,0.075983402760959,0
"GRSF1",120,120,1.9205508742192e-09,0.0737439126989864,0
"GRTP1",60,60,1.9205508742192e-09,0.039849591036989,0
"GRWD1",119,119,1.9205508742192e-09,0.071427460877066,0
"GSAP",84,84,1.9205508742192e-09,0.0541254168575351,0
"GSDMD",119,119,1.9205508742192e-09,0.0712809262306076,0
"GSE1",138,138,1.9205508742192e-09,0.0781571742296156,0
"GSG1",41,41,1.9205508742192e-09,0.0262497942489088,0
"GSK3A",130,130,1.9205508742192e-09,0.0755145226356977,0
"GSK3B",137,137,1.9205508742192e-09,0.0799068620333462,0
"GSPT1",132,132,1.9205508742192e-09,0.0773197321420867,0
"GSR",123,123,1.9205508742192e-09,0.0740615559142057,0
"GSS",125,125,1.9205508742192e-09,0.075721124011372,0
"GSTA2",22,22,1.9205508742192e-09,0.0136862738129659,0
"GSTA4",133,133,1.9205508742192e-09,0.0760389428621725,0
"GSTA7P",21,21,1.9205508742192e-09,0.0134901245637504,0
"GSTCD",138,138,1.9205508742192e-09,0.0792236305985453,0
"GSTK1",107,107,1.9205508742192e-09,0.0667366501430779,0
"GSTM2",57,57,1.9205508742192e-09,0.0389071424415594,0
"GSTM4",95,95,1.9205508742192e-09,0.0615012723065242,0
"GSTO1",115,115,1.9205508742192e-09,0.0702431196682583,0
"GSTP1",126,126,1.9205508742192e-09,0.0739931779999288,0
"GSTT1",90,90,1.9205508742192e-09,0.0567589555684196,0
"GSTZ1",120,120,1.9205508742192e-09,0.07316111050083,0
"GTDC1",111,111,1.9205508742192e-09,0.0688096672304847,0
"GTF2A1",136,136,1.9205508742192e-09,0.0797788574107843,0
"GTF2A2",117,117,1.9205508742192e-09,0.072296990098238,0
"GTF2E1",116,116,1.9205508742192e-09,0.0722134232444766,0
"GTF2E2",116,116,1.9205508742192e-09,0.0712972560394964,0
"GTF2F2",100,100,1.9205508742192e-09,0.063888718625032,0
"GTF2H1",138,138,1.9205508742192e-09,0.079607541164339,0
"GTF2H3",134,134,1.9205508742192e-09,0.0786969181882464,0
"GTF2H5",112,112,1.9205508742192e-09,0.0695375095271524,0
"GTF2I",135,135,1.9205508742192e-09,0.0789690748023975,0
"GTF2IRD1",100,100,1.9205508742192e-09,0.0622161034333554,0
"GTF2IRD2B",93,93,1.9205508742192e-09,0.0568815059102841,0
"GTF3A",121,121,1.9205508742192e-09,0.0731188322837256,0
"GTF3C1",105,105,1.9205508742192e-09,0.0664193437221712,0
"GTF3C3",126,126,1.9205508742192e-09,0.075770775551155,0
"GTF3C4",122,122,1.9205508742192e-09,0.0753521494331518,0
"GTF3C5",126,126,1.9205508742192e-09,0.0759073651330624,0
"GTF3C6",116,116,1.9205508742192e-09,0.0725539274642282,0
"GTPBP1",113,113,1.9205508742192e-09,0.0687448287319681,0
"GTPBP10",128,128,1.9205508742192e-09,0.0767377844701153,0
"GTPBP2",134,134,1.9205508742192e-09,0.0774023012548585,0
"GTPBP3",129,129,1.9205508742192e-09,0.0749734757688494,0
"GTPBP4",133,133,1.9205508742192e-09,0.0789286790866401,0
"GTPBP8",120,120,1.9205508742192e-09,0.0747717864911279,0
"GTSE1",113,113,1.9205508742192e-09,0.069249676386085,0
"GTSE1-AS1",109,109,1.9205508742192e-09,0.0675667406670033,0
"GTSF1",75,75,1.9205508742192e-09,0.0492248281350601,0
"GTSF1L",52,52,1.9205508742192e-09,0.0321599628932715,0
"GUCA1B",41,41,1.9205508742192e-09,0.0272321138513438,0
"GUCD1",132,132,1.9205508742192e-09,0.0785366301758545,0
"GUCY1B2",32,32,1.9205508742192e-09,0.0219038899121396,0
"GUF1",116,116,1.9205508742192e-09,0.0725251303834176,0
"GUK1",124,124,1.9205508742192e-09,0.0756637573688476,0
"GULP1",100,100,1.9205508742192e-09,0.0637472830890403,0
"GUSB",129,129,1.9205508742192e-09,0.0756491245904923,0
"GUSBP1",103,103,1.9205508742192e-09,0.0633663380714384,0
"GUSBP2",95,95,1.9205508742192e-09,0.0580610653679454,0
"GUSBP5",70,70,1.9205508742192e-09,0.0466956944037682,0
"GXYLT1",132,132,1.9205508742192e-09,0.0775038905268753,0
"GXYLT2",75,75,1.9205508742192e-09,0.0497801881501499,0
"GYG1",113,113,1.9205508742192e-09,0.0703828476856845,0
"GYG2P1",25,25,1.9205508742192e-09,0.0183156215263463,0
"GYPA",53,53,1.9205508742192e-09,0.0344712345975834,0
"GYPB",47,47,1.9205508742192e-09,0.0304046139249968,0
"GYPC",116,116,1.9205508742192e-09,0.0701855960010054,0
"GYPE",48,48,1.9205508742192e-09,0.0313012128447654,0
"GYS1",131,131,1.9205508742192e-09,0.0772383066361608,0
"GZF1",59,59,1.9205508742192e-09,0.0394908083627692,0
"H1F0",110,110,1.9205508742192e-09,0.067917778716934,0
"H1FX",125,125,1.9205508742192e-09,0.0748001420401457,0
"H1FX-AS1",124,124,1.9205508742192e-09,0.0743658678540524,0
"H2AFJ",97,97,1.9205508742192e-09,0.0617622100388661,0
"H2AFV",137,137,1.9205508742192e-09,0.0797811130669849,0
"H2AFX",132,132,1.9205508742192e-09,0.0777942006880913,0
"H2AFY",110,110,1.9205508742192e-09,0.0664598128045711,0
"H2AFY2",58,58,1.9205508742192e-09,0.0387727527877772,0
"H3F3A",127,127,1.9205508742192e-09,0.0760580133950172,0
"H3F3AP4",124,124,1.9205508742192e-09,0.0746174822156743,0
"H3F3B",138,138,1.9205508742192e-09,0.0792116026512574,0
"H6PD",115,115,1.9205508742192e-09,0.0713393419234986,0
"HAAO",88,88,1.9205508742192e-09,0.0561030617927482,0
"HABP4",98,98,1.9205508742192e-09,0.060223647781779,0
"HACE1",109,109,1.9205508742192e-09,0.0693947934923632,0
"HACL1",129,129,1.9205508742192e-09,0.0764931844175768,0
"HADH",111,111,1.9205508742192e-09,0.0697792840389381,0
"HADHA",137,137,1.9205508742192e-09,0.0792684359602806,0
"HADHB",137,137,1.9205508742192e-09,0.0792684359602806,0
"HAGH",140,140,1.9205508742192e-09,0.0797238019440715,0
"HAL",57,57,1.9205508742192e-09,0.035990623539123,0
"HAO1",13,13,1.9205508742192e-09,0.0090416683538386,0
"HAPLN2",34,34,1.9205508742192e-09,0.0225515111549556,0
"HARBI1",122,122,1.9205508742192e-09,0.0745211041183848,0
"HARS",123,123,1.9205508742192e-09,0.0753531051656083,0
"HARS2",123,123,1.9205508742192e-09,0.0753531051656083,0
"HAT1",118,118,1.9205508742192e-09,0.0731485671092714,0
"HAUS2",120,120,1.9205508742192e-09,0.0736872752318225,0
"HAUS3",99,99,1.9205508742192e-09,0.0635590153151954,0
"HAUS4",122,122,1.9205508742192e-09,0.0741420335179941,0
"HAUS6",118,118,1.9205508742192e-09,0.0717706023453983,0
"HAUS8",138,138,1.9205508742192e-09,0.0798880717874742,0
"HAVCR1",43,43,1.9205508742192e-09,0.0293046519341099,0
"HAX1",126,126,1.9205508742192e-09,0.0758178758521047,0
"HBA1",54,54,1.9205508742192e-09,0.0356640851982063,0
"HBB",30,30,1.9205508742192e-09,0.0214875079548801,0
"HBBP1",65,65,1.9205508742192e-09,0.0433652541207857,0
"HBD",45,45,1.9205508742192e-09,0.0292172470356785,0
"HBEGF",99,99,1.9205508742192e-09,0.0628737957440187,0
"HBG1",39,39,1.9205508742192e-09,0.0258043803709302,0
"HBG2",41,41,1.9205508742192e-09,0.0272649961646589,0
"HBP1",141,141,1.9205508742192e-09,0.080639160882073,0
"HBQ1",116,116,1.9205508742192e-09,0.0714671623968463,0
"HBS1L",123,123,1.9205508742192e-09,0.0731994642821229,0
"HCAR3",27,27,1.9205508742192e-09,0.016911834869142,0
"HCCS",89,89,1.9205508742192e-09,0.0583969303408603,0
"HCFC1R1",122,122,1.9205508742192e-09,0.0731770954646486,0
"HCFC2",121,121,1.9205508742192e-09,0.0735021657987458,0
"HCG11",136,136,1.9205508742192e-09,0.0759921278455242,0
"HCG18",120,120,1.9205508742192e-09,0.0736573206353326,0
"HCG25",119,119,1.9205508742192e-09,0.0726532908039245,0
"HCN3",103,103,1.9205508742192e-09,0.0649642607281317,0
"HCRT",95,95,1.9205508742192e-09,0.0617285071954202,0
"HDAC10",95,95,1.9205508742192e-09,0.0616187776586726,0
"HDAC11",104,104,1.9205508742192e-09,0.0653643258261335,0
"HDAC3",103,103,1.9205508742192e-09,0.0664367649716854,0
"HDAC4",123,123,1.9205508742192e-09,0.0739404042923808,0
"HDAC5",114,114,1.9205508742192e-09,0.0710794964734484,0
"HDAC7",119,119,1.9205508742192e-09,0.0708923264997607,0
"HDDC2",108,108,1.9205508742192e-09,0.0680419577676851,0
"HDDC3",125,125,1.9205508742192e-09,0.075281303330155,0
"HDGF",127,127,1.9205508742192e-09,0.0751041626532162,0
"HDGFRP2",108,108,1.9205508742192e-09,0.0660988763693339,0
"HDGFRP3",96,96,1.9205508742192e-09,0.0594888044528792,0
"HDHD2",112,112,1.9205508742192e-09,0.0702755342964594,0
"HDHD3",89,89,1.9205508742192e-09,0.0579238681344837,0
"HDLBP",135,135,1.9205508742192e-09,0.0797515024847753,0
"HEATR1",125,125,1.9205508742192e-09,0.0750204980137698,0
"HEATR2",125,125,1.9205508742192e-09,0.0755019479578847,0
"HEATR3",94,94,1.9205508742192e-09,0.06062588310132,0
"HEATR5A",139,139,1.9205508742192e-09,0.079725333686509,0
"HEATR5B",109,109,1.9205508742192e-09,0.0695489869350067,0
"HEATR6",107,107,1.9205508742192e-09,0.0653098854555864,0
"HEBP2",119,119,1.9205508742192e-09,0.0715725182951264,0
"HECA",106,106,1.9205508742192e-09,0.0662689392897986,0
"HECTD1",143,143,1.9205508742192e-09,0.0807604525200375,0
"HECTD2",113,113,1.9205508742192e-09,0.0711476593315346,0
"HECTD3",129,129,1.9205508742192e-09,0.0765577163524944,0
"HECTD4",105,105,1.9205508742192e-09,0.0661838211676163,0
"HEG1",99,99,1.9205508742192e-09,0.060464411866025,0
"HELB",107,107,1.9205508742192e-09,0.0678058559409551,0
"HELLS",103,103,1.9205508742192e-09,0.0641311088180398,0
"HELQ",133,133,1.9205508742192e-09,0.078423159962139,0
"HELZ",116,116,1.9205508742192e-09,0.0704530276776353,0
"HELZ2",81,81,1.9205508742192e-09,0.0526595825385799,0
"HEMGN",62,62,1.9205508742192e-09,0.0385465146278113,0
"HEPACAM",30,30,1.9205508742192e-09,0.0200662206362543,0
"HEPACAM2",30,30,1.9205508742192e-09,0.0209638889406967,0
"HEPH",88,88,1.9205508742192e-09,0.0546324908318248,0
"HERC1",125,125,1.9205508742192e-09,0.0752858068129987,0
"HERC3",100,100,1.9205508742192e-09,0.0640121796508687,0
"HERC4",117,117,1.9205508742192e-09,0.0729722362393729,0
"HERC5",107,107,1.9205508742192e-09,0.0642730448656798,0
"HERC6",109,109,1.9205508742192e-09,0.065727323295182,0
"HERPUD1",131,131,1.9205508742192e-09,0.0776154310074484,0
"HERPUD2",129,129,1.9205508742192e-09,0.0773885144336258,0
"HES1",143,143,1.9205508742192e-09,0.080769298658836,0
"HES3",109,109,1.9205508742192e-09,0.0676933072065979,0
"HES4",127,127,1.9205508742192e-09,0.0722394759584969,0
"HES6",101,101,1.9205508742192e-09,0.0633845348645152,0
"HEXA",132,132,1.9205508742192e-09,0.0764743079993528,0
"HEXA-AS1",128,128,1.9205508742192e-09,0.0745580708895571,0
"HEXDC",120,120,1.9205508742192e-09,0.0716598004111951,0
"HEXIM1",143,143,1.9205508742192e-09,0.0811332852586266,0
"HEXIM2",135,135,1.9205508742192e-09,0.080028141624676,0
"HEY1",106,106,1.9205508742192e-09,0.0665563420035797,0
"HEY2",105,105,1.9205508742192e-09,0.065329302196869,0
"HFE",84,84,1.9205508742192e-09,0.0549262373941338,0
"HFE2",64,64,1.9205508742192e-09,0.0387023936575682,0
"HFM1",82,82,1.9205508742192e-09,0.0532554468637035,0
"HGD",45,45,1.9205508742192e-09,0.0289632556793766,0
"HGFAC",80,80,1.9205508742192e-09,0.0514198069202168,0
"HGS",123,123,1.9205508742192e-09,0.0738404246040677,0
"HGSNAT",117,117,1.9205508742192e-09,0.0721078445029573,0
"HHEX",102,102,1.9205508742192e-09,0.0644988394328378,0
"HHLA3",124,124,1.9205508742192e-09,0.0744541503255673,0
"HIAT1",123,123,1.9205508742192e-09,0.0753666637647242,0
"HIBADH",133,133,1.9205508742192e-09,0.0779071484559877,0
"HIBCH",126,126,1.9205508742192e-09,0.0757829297899446,0
"HID1",65,65,1.9205508742192e-09,0.0431643543123185,0
"HIF1A",122,122,1.9205508742192e-09,0.0738161671416366,0
"HIF1A-AS2",75,75,1.9205508742192e-09,0.0479285692009577,0
"HIF1AN",109,109,1.9205508742192e-09,0.0685220825996785,0
"HIGD1A",119,119,1.9205508742192e-09,0.0729074093495899,0
"HIGD2A",134,134,1.9205508742192e-09,0.0789732638537196,0
"HIGD2B",117,117,1.9205508742192e-09,0.0724973885446895,0
"HILPDA",128,128,1.9205508742192e-09,0.0763278334145664,0
"HINFP",111,111,1.9205508742192e-09,0.0686455033393484,0
"HINT1",128,128,1.9205508742192e-09,0.0758202734670155,0
"HINT2",122,122,1.9205508742192e-09,0.07343094460162,0
"HINT3",134,134,1.9205508742192e-09,0.0785138202303851,0
"HIP1R",89,89,1.9205508742192e-09,0.0580840207492745,0
"HIPK1",129,129,1.9205508742192e-09,0.0769166487671641,0
"HIPK2",110,110,1.9205508742192e-09,0.0670579544422593,0
"HIPK3",133,133,1.9205508742192e-09,0.076450884168116,0
"HIRA",141,141,1.9205508742192e-09,0.0786074155610041,0
"HIRIP3",127,127,1.9205508742192e-09,0.0763578494526614,0
"HIST1H1C",143,143,1.9205508742192e-09,0.0807812713768464,0
"HIST1H1D",124,124,1.9205508742192e-09,0.0734127698447432,0
"HIST1H1E",140,140,1.9205508742192e-09,0.0798577871255253,0
"HIST1H2AB",135,135,1.9205508742192e-09,0.0776008180014688,0
"HIST1H2AC",138,138,1.9205508742192e-09,0.0785201981396254,0
"HIST1H2AD",124,124,1.9205508742192e-09,0.0735229690940484,0
"HIST1H2AE",134,134,1.9205508742192e-09,0.0765529596473397,0
"HIST1H2AG",138,138,1.9205508742192e-09,0.0782587874284916,0
"HIST1H2AH",132,132,1.9205508742192e-09,0.0765323159609365,0
"HIST1H2AI",136,136,1.9205508742192e-09,0.077744618264773,0
"HIST1H2AJ",111,111,1.9205508742192e-09,0.0663561995637985,0
"HIST1H2AK",133,133,1.9205508742192e-09,0.0779640445292113,0
"HIST1H2AL",118,118,1.9205508742192e-09,0.0702028738183921,0
"HIST1H2AM",138,138,1.9205508742192e-09,0.0785694178681342,0
"HIST1H2BB",95,95,1.9205508742192e-09,0.058298549795614,0
"HIST1H2BC",136,136,1.9205508742192e-09,0.0778541995413149,0
"HIST1H2BD",141,141,1.9205508742192e-09,0.0800648766690208,0
"HIST1H2BF",124,124,1.9205508742192e-09,0.073576735552606,0
"HIST1H2BG",134,134,1.9205508742192e-09,0.0765529596473397,0
"HIST1H2BH",120,120,1.9205508742192e-09,0.073053312930989,0
"HIST1H2BI",105,105,1.9205508742192e-09,0.0634119885614122,0
"HIST1H2BJ",138,138,1.9205508742192e-09,0.0782587874284916,0
"HIST1H2BK",132,132,1.9205508742192e-09,0.0765323159609365,0
"HIST1H2BL",131,131,1.9205508742192e-09,0.0758010887476381,0
"HIST1H2BM",106,106,1.9205508742192e-09,0.063995252283943,0
"HIST1H2BN",133,133,1.9205508742192e-09,0.0779640445292112,0
"HIST1H2BO",138,138,1.9205508742192e-09,0.0785239461614823,0
"HIST1H3A",131,131,1.9205508742192e-09,0.0776063420910198,0
"HIST1H3B",138,138,1.9205508742192e-09,0.0787281989574681,0
"HIST1H3C",99,99,1.9205508742192e-09,0.0596672198086563,0
"HIST1H3D",125,125,1.9205508742192e-09,0.0736342303148858,0
"HIST1H3E",91,91,1.9205508742192e-09,0.0586007795806231,0
"HIST1H3F",119,119,1.9205508742192e-09,0.0724934173959339,0
"HIST1H3G",109,109,1.9205508742192e-09,0.0659679385726857,0
"HIST1H3H",135,135,1.9205508742192e-09,0.0781354117188092,0
"HIST1H3J",118,118,1.9205508742192e-09,0.0691652682904166,0
"HIST1H4A",132,132,1.9205508742192e-09,0.0782320573563677,0
